"","ensembl_gene_id","hgnc_symbol"
"48956","ENSG00000230804","C2orf27AP3"
"48957","ENSG00000249693","THEGL"
"48958","ENSG00000261061",""
"48959","ENSG00000164609","SLU7"
"48960","ENSG00000095951","HIVEP1"
"48961","ENSG00000229211","KCTD9P6"
"48962","ENSG00000268282",""
"48963","ENSG00000257787",""
"48964","ENSG00000167103","PIP5KL1"
"48965","ENSG00000223598",""
"48966","ENSG00000144746","ARL6IP5"
"48967","ENSG00000100433","KCNK10"
"48968","ENSG00000178397","FAM220A"
"48969","ENSG00000204510","PRAMEF7"
"48970","ENSG00000248205",""
"48971","ENSG00000188340","OR6N2"
"48972","ENSG00000223905",""
"48973","ENSG00000189190","ZNF600"
"48974","ENSG00000156482","RPL30"
"48975","ENSG00000149781","FERMT3"
"48976","ENSG00000240661",""
"48977","ENSG00000241695","GM2AP1"
"48978","ENSG00000232290",""
"48979","ENSG00000155393","HEATR3"
"48980","ENSG00000113761","ZNF346"
"48981","ENSG00000244545",""
"48982","ENSG00000239797","RPL21P39"
"48983","ENSG00000242561","ATP5LP5"
"48984","ENSG00000250765",""
"48985","ENSG00000234371","RPSAP31"
"48986","ENSG00000170584","NUDCD2"
"48987","ENSG00000229156",""
"48988","ENSG00000258611",""
"48989","ENSG00000242953",""
"48990","ENSG00000258680",""
"48991","ENSG00000177476","OR2G3"
"48992","ENSG00000251398","LINC01256"
"48993","ENSG00000205220","PSMB10"
"48994","ENSG00000228136",""
"48995","ENSG00000183770","FOXL2"
"48996","ENSG00000160255","ITGB2"
"48997","ENSG00000251488",""
"48998","ENSG00000228293",""
"48999","ENSG00000136014","USP44"
"49000","ENSG00000259070","LINC00639"
"49001","ENSG00000197747","S100A10"
"49002","ENSG00000257342",""
"49003","ENSG00000254395","IGHV4-55"
"49004","ENSG00000260107",""
"49005","ENSG00000226252",""
"49006","ENSG00000249513",""
"49007","ENSG00000236817",""
"49008","ENSG00000237980",""
"49009","ENSG00000235458","HCG9P5"
"49010","ENSG00000236259",""
"49011","ENSG00000273064",""
"49012","ENSG00000228004","MYCLP2"
"49013","ENSG00000255547","RPA2P3"
"49014","ENSG00000126010","GRPR"
"49015","ENSG00000211970","IGHV4-61"
"49016","ENSG00000144744","UBA3"
"49017","ENSG00000006555","TTC22"
"49018","ENSG00000253500",""
"49019","ENSG00000260990",""
"49020","ENSG00000145779","TNFAIP8"
"49021","ENSG00000257511",""
"49022","ENSG00000146411","SLC2A12"
"49023","ENSG00000253936","IGHV3-63"
"49024","ENSG00000235124","KRT8P17"
"49025","ENSG00000229682",""
"49026","ENSG00000224322",""
"49027","ENSG00000251107","PDCD5P2"
"49028","ENSG00000273398","WDR92"
"49029","ENSG00000231648",""
"49030","ENSG00000234741","GAS5"
"49031","ENSG00000230178","OR4F3"
"49032","ENSG00000267576",""
"49033","ENSG00000255322",""
"49034","ENSG00000232937",""
"49035","ENSG00000229930",""
"49036","ENSG00000235439","DDX39B"
"49037","ENSG00000211968","IGHV1-58"
"49038","ENSG00000235967","COX5BP3"
"49039","ENSG00000249081","OR5M14P"
"49040","ENSG00000163154","TNFAIP8L2"
"49041","ENSG00000238178",""
"49042","ENSG00000229345",""
"49043","ENSG00000250131",""
"49044","ENSG00000197437","OR13G1"
"49045","ENSG00000166888","STAT6"
"49046","ENSG00000182175","RGMA"
"49047","ENSG00000236966",""
"49048","ENSG00000131507","NDFIP1"
"49049","ENSG00000124557","BTN1A1"
"49050","ENSG00000167962","ZNF598"
"49051","ENSG00000224415","RPL19P12"
"49052","ENSG00000074803","SLC12A1"
"49053","ENSG00000140274","DUOXA2"
"49054","ENSG00000224373","IGHV4-59"
"49055","ENSG00000148362","C9orf142"
"49056","ENSG00000255114",""
"49057","ENSG00000229741","BTNL2"
"49058","ENSG00000261117",""
"49059","ENSG00000187840","EIF4EBP1"
"49060","ENSG00000244310",""
"49061","ENSG00000170322","NFRKB"
"49062","ENSG00000229552","HLA-T"
"49063","ENSG00000164830","OXR1"
"49064","ENSG00000224233","OR2J4P"
"49065","ENSG00000255960",""
"49066","ENSG00000254606",""
"49067","ENSG00000149742","SLC22A9"
"49068","ENSG00000014914","MTMR11"
"49069","ENSG00000153140","CETN3"
"49070","ENSG00000117751","PPP1R8"
"49071","ENSG00000255892","NDFIP1P1"
"49072","ENSG00000243300","LINC00359"
"49073","ENSG00000038210","PI4K2B"
"49074","ENSG00000219627","CYCSP17"
"49075","ENSG00000158578","ALAS2"
"49076","ENSG00000175898",""
"49077","ENSG00000230247","HNRNPH3P1"
"49078","ENSG00000272732",""
"49079","ENSG00000159259","CHAF1B"
"49080","ENSG00000143756","FBXO28"
"49081","ENSG00000229724","OR2AQ1P"
"49082","ENSG00000261366","MANEA-AS1"
"49083","ENSG00000262243","CES1"
"49084","ENSG00000263499",""
"49085","ENSG00000237152","DLEU7-AS1"
"49086","ENSG00000116147","TNR"
"49087","ENSG00000154144","TBRG1"
"49088","ENSG00000256138","ZKSCAN7P1"
"49089","ENSG00000253545","IGHV3-52"
"49090","ENSG00000157578","LCA5L"
"49091","ENSG00000250298","GIMD1"
"49092","ENSG00000182902","SLC25A18"
"49093","ENSG00000234585","CCT6P3"
"49094","ENSG00000259299",""
"49095","ENSG00000271397",""
"49096","ENSG00000172725","CORO1B"
"49097","ENSG00000260487",""
"49098","ENSG00000225357","RPF2P1"
"49099","ENSG00000218728","KRT18P44"
"49100","ENSG00000228407",""
"49101","ENSG00000134644","PUM1"
"49102","ENSG00000204572","KRTAP5-10"
"49103","ENSG00000161921","CXCL16"
"49104","ENSG00000138375","SMARCAL1"
"49105","ENSG00000236729","HCG17"
"49106","ENSG00000260542",""
"49107","ENSG00000149972","CNTN5"
"49108","ENSG00000198131","ZNF544"
"49109","ENSG00000240056",""
"49110","ENSG00000259498",""
"49111","ENSG00000226904",""
"49112","ENSG00000107281","NPDC1"
"49113","ENSG00000226205",""
"49114","ENSG00000213417","KRTAP2-4"
"49115","ENSG00000244926","ALKBH3-AS1"
"49116","ENSG00000164434","FABP7"
"49117","ENSG00000145022","TCTA"
"49118","ENSG00000230726","HLA-DRA"
"49119","ENSG00000118520","ARG1"
"49120","ENSG00000233148","SYF2P2"
"49121","ENSG00000224255","PDCL3P6"
"49122","ENSG00000158023","WDR66"
"49123","ENSG00000166272","WBP1L"
"49124","ENSG00000269621",""
"49125","ENSG00000198380","GFPT1"
"49126","ENSG00000180424","DEFB123"
"49127","ENSG00000103121","CMC2"
"49128","ENSG00000203288",""
"49129","ENSG00000269791","SSX4B"
"49130","ENSG00000109971","HSPA8"
"49131","ENSG00000234158","RPEP2"
"49132","ENSG00000188315","C3orf62"
"49133","ENSG00000178567","EPM2AIP1"
"49134","ENSG00000079819","EPB41L2"
"49135","ENSG00000138172","CALHM2"
"49136","ENSG00000206279","DAXX"
"49137","ENSG00000153944","MSI2"
"49138","ENSG00000166348","USP54"
"49139","ENSG00000259947",""
"49140","ENSG00000182004","SNRPE"
"49141","ENSG00000259238",""
"49142","ENSG00000172927","MYEOV"
"49143","ENSG00000270723",""
"49144","ENSG00000231625",""
"49145","ENSG00000251209","LINC00923"
"49146","ENSG00000226288","OR52I2"
"49147","ENSG00000264643",""
"49148","ENSG00000253617",""
"49149","ENSG00000260650",""
"49150","ENSG00000224947","VN1R25P"
"49151","ENSG00000248828",""
"49152","ENSG00000240881",""
"49153","ENSG00000258701","LINC00638"
"49154","ENSG00000265544",""
"49155","ENSG00000269936","MIR145"
"49156","ENSG00000088298","EDEM2"
"49157","ENSG00000267002",""
"49158","ENSG00000254857",""
"49159","ENSG00000237089","PCNPP4"
"49160","ENSG00000174282","ZBTB4"
"49161","ENSG00000111906","HDDC2"
"49162","ENSG00000242329",""
"49163","ENSG00000141448","GATA6"
"49164","ENSG00000153230","OR14K1"
"49165","ENSG00000253288",""
"49166","ENSG00000256777","PDCL3P7"
"49167","ENSG00000250674",""
"49168","ENSG00000240859",""
"49169","ENSG00000131558","EXOC4"
"49170","ENSG00000188459","WASF4P"
"49171","ENSG00000253916",""
"49172","ENSG00000231772",""
"49173","ENSG00000174780","SRP72"
"49174","ENSG00000243099",""
"49175","ENSG00000267595",""
"49176","ENSG00000100207","TCF20"
"49177","ENSG00000111639","MRPL51"
"49178","ENSG00000267340",""
"49179","ENSG00000234658",""
"49180","ENSG00000163156","SCNM1"
"49181","ENSG00000237608","OR2P1P"
"49182","ENSG00000179826","MRGPRX3"
"49183","ENSG00000126012","KDM5C"
"49184","ENSG00000206476",""
"49185","ENSG00000130830","MPP1"
"49186","ENSG00000121904","CSMD2"
"49187","ENSG00000083896","YTHDC1"
"49188","ENSG00000254313",""
"49189","ENSG00000258799","ZNF519P2"
"49190","ENSG00000253165",""
"49191","ENSG00000151023","ENKUR"
"49192","ENSG00000271164",""
"49193","ENSG00000072315","TRPC5"
"49194","ENSG00000226463","OR2W1"
"49195","ENSG00000265126",""
"49196","ENSG00000246731",""
"49197","ENSG00000264598",""
"49198","ENSG00000233617","HCG4P11"
"49199","ENSG00000137142","IGFBPL1"
"49200","ENSG00000174514","MFSD4"
"49201","ENSG00000249602",""
"49202","ENSG00000261332",""
"49203","ENSG00000253561",""
"49204","ENSG00000233640","KRTAP13-5P"
"49205","ENSG00000133105","RXFP2"
"49206","ENSG00000236653",""
"49207","ENSG00000271697",""
"49208","ENSG00000233290",""
"49209","ENSG00000173141","MRPL57"
"49210","ENSG00000232272",""
"49211","ENSG00000118514","ALDH8A1"
"49212","ENSG00000186047","DLEU7"
"49213","ENSG00000224851","LINC00502"
"49214","ENSG00000236004",""
"49215","ENSG00000105518","TMEM205"
"49216","ENSG00000223629","DEFA8P"
"49217","ENSG00000266916","ZNF793-AS1"
"49218","ENSG00000145016","KIAA0226"
"49219","ENSG00000258618","RPL21P9"
"49220","ENSG00000213735","ANAPC10P1"
"49221","ENSG00000129932","DOHH"
"49222","ENSG00000258726","DUXAP6"
"49223","ENSG00000160862","AZGP1"
"49224","ENSG00000265437",""
"49225","ENSG00000067248","DHX29"
"49226","ENSG00000267599",""
"49227","ENSG00000231852","CYP21A2"
"49228","ENSG00000229179",""
"49229","ENSG00000105401","CDC37"
"49230","ENSG00000237399","PITRM1-AS1"
"49231","ENSG00000078687","TNRC6C"
"49232","ENSG00000121898","CPXM2"
"49233","ENSG00000225703",""
"49234","ENSG00000258976",""
"49235","ENSG00000213275","IFITM9P"
"49236","ENSG00000263787",""
"49237","ENSG00000241352",""
"49238","ENSG00000230915","HLA-W"
"49239","ENSG00000266094","RASSF5"
"49240","ENSG00000197462",""
"49241","ENSG00000205318","GCNT6"
"49242","ENSG00000220585","DDX18P6"
"49243","ENSG00000153294","GPR115"
"49244","ENSG00000267620",""
"49245","ENSG00000236060","HSPB1P1"
"49246","ENSG00000143436","MRPL9"
"49247","ENSG00000154485","MMP21"
"49248","ENSG00000258759",""
"49249","ENSG00000102468","HTR2A"
"49250","ENSG00000186970","KRTAP15-1"
"49251","ENSG00000172476","RAB40A"
"49252","ENSG00000074657","ZNF532"
"49253","ENSG00000235621","LINC00494"
"49254","ENSG00000229461","MICG"
"49255","ENSG00000082213","C5orf22"
"49256","ENSG00000225919",""
"49257","ENSG00000196639","HRH1"
"49258","ENSG00000120254","MTHFD1L"
"49259","ENSG00000268434",""
"49260","ENSG00000151694","ADAM17"
"49261","ENSG00000170180","GYPA"
"49262","ENSG00000261215",""
"49263","ENSG00000236497",""
"49264","ENSG00000255260",""
"49265","ENSG00000213864","EEF1B2P2"
"49266","ENSG00000227123","RPL12P44"
"49267","ENSG00000267401",""
"49268","ENSG00000178162","FAR2P2"
"49269","ENSG00000117407","ARTN"
"49270","ENSG00000212916","MAP10"
"49271","ENSG00000231834","HLA-A"
"49272","ENSG00000229467","OR2I1P"
"49273","ENSG00000173597","SULT1B1"
"49274","ENSG00000139908","TSSK4"
"49275","ENSG00000157077","ZFYVE9"
"49276","ENSG00000223860","MCCD1P1"
"49277","ENSG00000271779",""
"49278","ENSG00000232175",""
"49279","ENSG00000228371","ZDHHC20P1"
"49280","ENSG00000224835","C6orf47-AS1"
"49281","ENSG00000135506","OS9"
"49282","ENSG00000233054","OR2B3"
"49283","ENSG00000253903",""
"49284","ENSG00000171100","MTM1"
"49285","ENSG00000223930",""
"49286","ENSG00000253196",""
"49287","ENSG00000236858",""
"49288","ENSG00000233025","CRYZP1"
"49289","ENSG00000267397",""
"49290","ENSG00000224517","HTR2A-AS1"
"49291","ENSG00000236689",""
"49292","ENSG00000225198","SSXP3"
"49293","ENSG00000196900","TEX43"
"49294","ENSG00000100652","SLC10A1"
"49295","ENSG00000176312","OR4H12P"
"49296","ENSG00000250693","RPF2P2"
"49297","ENSG00000236268","LINC01361"
"49298","ENSG00000059378","PARP12"
"49299","ENSG00000203623","C6orf47"
"49300","ENSG00000178081","ULK4P3"
"49301","ENSG00000227950",""
"49302","ENSG00000228923",""
"49303","ENSG00000182965","NPM1P14"
"49304","ENSG00000272787",""
"49305","ENSG00000071127","WDR1"
"49306","ENSG00000225230",""
"49307","ENSG00000224062","TUBB4BP5"
"49308","ENSG00000171931","FBXW10"
"49309","ENSG00000237402","CAMTA1-IT1"
"49310","ENSG00000235486",""
"49311","ENSG00000099974","DDTL"
"49312","ENSG00000258450",""
"49313","ENSG00000240824","MTND3P7"
"49314","ENSG00000231721","LINC-PINT"
"49315","ENSG00000076344","RGS11"
"49316","ENSG00000196610","HLA-DQB2"
"49317","ENSG00000253132","IGHV3-62"
"49318","ENSG00000220793","RPL21P119"
"49319","ENSG00000259990",""
"49320","ENSG00000074771","NOX3"
"49321","ENSG00000237365",""
"49322","ENSG00000230359","TPI1P2"
"49323","ENSG00000242456",""
"49324","ENSG00000166484","MAPK7"
"49325","ENSG00000238034",""
"49326","ENSG00000268403",""
"49327","ENSG00000211965","IGHV3-49"
"49328","ENSG00000197584","KCNMB2"
"49329","ENSG00000173171","MTX1"
"49330","ENSG00000146618","FERD3L"
"49331","ENSG00000267047",""
"49332","ENSG00000233894",""
"49333","ENSG00000155542","SETD9"
"49334","ENSG00000228395",""
"49335","ENSG00000197859","ADAMTSL2"
"49336","ENSG00000111404","RERGL"
"49337","ENSG00000268654","MIMT1"
"49338","ENSG00000141293","SKAP1"
"49339","ENSG00000181222","POLR2A"
"49340","ENSG00000242609",""
"49341","ENSG00000237728",""
"49342","ENSG00000261197",""
"49343","ENSG00000125846","ZNF133"
"49344","ENSG00000248456",""
"49345","ENSG00000179172","HNRNPCL1"
"49346","ENSG00000177489","OR2G2"
"49347","ENSG00000180409","OR10AA1P"
"49348","ENSG00000104059","FAM189A1"
"49349","ENSG00000227842",""
"49350","ENSG00000113108","APBB3"
"49351","ENSG00000230018",""
"49352","ENSG00000185596","WASH3P"
"49353","ENSG00000110171","TRIM3"
"49354","ENSG00000109956","B3GAT1"
"49355","ENSG00000253652",""
"49356","ENSG00000099984","GSTT2"
"49357","ENSG00000243083","LINC00870"
"49358","ENSG00000162621","LRRC53"
"49359","ENSG00000236441","DDX39BP1"
"49360","ENSG00000216854","RPL17P26"
"49361","ENSG00000216867",""
"49362","ENSG00000072121","ZFYVE26"
"49363","ENSG00000249177","MTND4P29"
"49364","ENSG00000223646",""
"49365","ENSG00000181284","TMEM102"
"49366","ENSG00000253200",""
"49367","ENSG00000255292",""
"49368","ENSG00000273461",""
"49369","ENSG00000188120","DAZ1"
"49370","ENSG00000268225",""
"49371","ENSG00000229411","MCCD1P1"
"49372","ENSG00000232155",""
"49373","ENSG00000237035",""
"49374","ENSG00000236810","TCEB3-AS1"
"49375","ENSG00000242618",""
"49376","ENSG00000204977","TRIM13"
"49377","ENSG00000227460","SYNGAP1"
"49378","ENSG00000216629","OR2W4P"
"49379","ENSG00000223609","HBD"
"49380","ENSG00000258906",""
"49381","ENSG00000262561",""
"49382","ENSG00000262974",""
"49383","ENSG00000224299",""
"49384","ENSG00000272256",""
"49385","ENSG00000260351",""
"49386","ENSG00000105443","CYTH2"
"49387","ENSG00000101981","F9"
"49388","ENSG00000108654","DDX5"
"49389","ENSG00000164535","DAGLB"
"49390","ENSG00000251445",""
"49391","ENSG00000272329",""
"49392","ENSG00000254888",""
"49393","ENSG00000102055","PPP1R2P9"
"49394","ENSG00000260776",""
"49395","ENSG00000124237","C20orf85"
"49396","ENSG00000234958","FABP5P13"
"49397","ENSG00000219807","ARF1P1"
"49398","ENSG00000229232","KRT18P53"
"49399","ENSG00000183066","WBP2NL"
"49400","ENSG00000157388","CACNA1D"
"49401","ENSG00000248364","OR7E86P"
"49402","ENSG00000225126",""
"49403","ENSG00000231257","ATAT1"
"49404","ENSG00000170632","ARMC10"
"49405","ENSG00000188021","UBQLN2"
"49406","ENSG00000229533",""
"49407","ENSG00000215845","TSTD1"
"49408","ENSG00000268707",""
"49409","ENSG00000180257","ZNF816"
"49410","ENSG00000217889","KRT18P48"
"49411","ENSG00000011007","TCEB3"
"49412","ENSG00000242583",""
"49413","ENSG00000100014","SPECC1L"
"49414","ENSG00000236711","SMAD9-IT1"
"49415","ENSG00000217275",""
"49416","ENSG00000099625","C19orf26"
"49417","ENSG00000229588",""
"49418","ENSG00000177383","MAGEF1"
"49419","ENSG00000113328","CCNG1"
"49420","ENSG00000245556","SCAMP1-AS1"
"49421","ENSG00000197601","FAR1"
"49422","ENSG00000133872","SARAF"
"49423","ENSG00000225325",""
"49424","ENSG00000233370",""
"49425","ENSG00000272970",""
"49426","ENSG00000224826",""
"49427","ENSG00000174175","SELP"
"49428","ENSG00000203446",""
"49429","ENSG00000243944",""
"49430","ENSG00000196660","SLC30A10"
"49431","ENSG00000236773",""
"49432","ENSG00000130119","GNL3L"
"49433","ENSG00000273403",""
"49434","ENSG00000248711","THUMPD3P1"
"49435","ENSG00000183091","NEB"
"49436","ENSG00000133665","DYDC2"
"49437","ENSG00000214070",""
"49438","ENSG00000064726","BTBD1"
"49439","ENSG00000224812","TMEM72-AS1"
"49440","ENSG00000120693","SMAD9"
"49441","ENSG00000168582","CRYGA"
"49442","ENSG00000224831",""
"49443","ENSG00000073060","SCARB1"
"49444","ENSG00000164924","YWHAZ"
"49445","ENSG00000241947","HNRNPA1P24"
"49446","ENSG00000234132",""
"49447","ENSG00000166478","ZNF143"
"49448","ENSG00000145545","SRD5A1"
"49449","ENSG00000160766","GBAP1"
"49450","ENSG00000165644","COMTD1"
"49451","ENSG00000242326",""
"49452","ENSG00000230231","FMO7P"
"49453","ENSG00000238215",""
"49454","ENSG00000228681",""
"49455","ENSG00000166503",""
"49456","ENSG00000259071",""
"49457","ENSG00000258761",""
"49458","ENSG00000258857",""
"49459","ENSG00000247372",""
"49460","ENSG00000112695","COX7A2"
"49461","ENSG00000249613",""
"49462","ENSG00000206440","NFKBIL1"
"49463","ENSG00000264108",""
"49464","ENSG00000244026","FAM86DP"
"49465","ENSG00000213253",""
"49466","ENSG00000189221","MAOA"
"49467","ENSG00000119888","EPCAM"
"49468","ENSG00000226124","FTCDNL1"
"49469","ENSG00000234405",""
"49470","ENSG00000150779","TIMM8B"
"49471","ENSG00000171467","ZNF318"
"49472","ENSG00000105374","NKG7"
"49473","ENSG00000259365",""
"49474","ENSG00000271631",""
"49475","ENSG00000255403",""
"49476","ENSG00000186314","PRELID2"
"49477","ENSG00000269786",""
"49478","ENSG00000169618","PROKR1"
"49479","ENSG00000126267","COX6B1"
"49480","ENSG00000234267","TULP3P1"
"49481","ENSG00000240342","RPS2P5"
"49482","ENSG00000206199","ANKUB1"
"49483","ENSG00000112333","NR2E1"
"49484","ENSG00000119457","SLC46A2"
"49485","ENSG00000250884","OR7E85P"
"49486","ENSG00000230817","LINC01362"
"49487","ENSG00000259182",""
"49488","ENSG00000067113","PPAP2A"
"49489","ENSG00000232807",""
"49490","ENSG00000182057","OGFRP1"
"49491","ENSG00000185164","NOMO2"
"49492","ENSG00000100393","EP300"
"49493","ENSG00000272239",""
"49494","ENSG00000066405","CLDN18"
"49495","ENSG00000258728",""
"49496","ENSG00000258397","BCAR1P1"
"49497","ENSG00000228824","MIR4500HG"
"49498","ENSG00000255885",""
"49499","ENSG00000100490","CDKL1"
"49500","ENSG00000271963",""
"49501","ENSG00000163518","FCRL4"
"49502","ENSG00000260176",""
"49503","ENSG00000183840","GPR39"
"49504","ENSG00000267552",""
"49505","ENSG00000229571","PRAMEF26"
"49506","ENSG00000187589","TERF1P2"
"49507","ENSG00000267797","NRBF2P1"
"49508","ENSG00000234837",""
"49509","ENSG00000258438","OR11K2P"
"49510","ENSG00000253888",""
"49511","ENSG00000273366",""
"49512","ENSG00000258410",""
"49513","ENSG00000271880","AGAP11"
"49514","ENSG00000119392","GLE1"
"49515","ENSG00000257800","FNBP1P1"
"49516","ENSG00000250381","UNC93B4"
"49517","ENSG00000137337","MDC1"
"49518","ENSG00000226119",""
"49519","ENSG00000239350",""
"49520","ENSG00000213398","LCAT"
"49521","ENSG00000241360","PDXP"
"49522","ENSG00000271081",""
"49523","ENSG00000217702",""
"49524","ENSG00000260209",""
"49525","ENSG00000272922",""
"49526","ENSG00000233238","DEFA9P"
"49527","ENSG00000259008",""
"49528","ENSG00000205978","NYNRIN"
"49529","ENSG00000233546","PRYP5"
"49530","ENSG00000123685","BATF3"
"49531","ENSG00000228241","MOB1AP1"
"49532","ENSG00000244429",""
"49533","ENSG00000229433",""
"49534","ENSG00000267172",""
"49535","ENSG00000269765",""
"49536","ENSG00000230458","GPM6BP1"
"49537","ENSG00000161610","HCRT"
"49538","ENSG00000188483","IER5L"
"49539","ENSG00000219139",""
"49540","ENSG00000230698",""
"49541","ENSG00000234142",""
"49542","ENSG00000230377","TCEB1P7"
"49543","ENSG00000080608","KIAA0020"
"49544","ENSG00000272293",""
"49545","ENSG00000198610","AKR1C4"
"49546","ENSG00000163563","MNDA"
"49547","ENSG00000233531","DEFA10P"
"49548","ENSG00000222042",""
"49549","ENSG00000238067","XKRYP1"
"49550","ENSG00000256041",""
"49551","ENSG00000228065","LINC01515"
"49552","ENSG00000238087","FMO8P"
"49553","ENSG00000196387","ZNF140"
"49554","ENSG00000250417",""
"49555","ENSG00000184351","KRTAP19-1"
"49556","ENSG00000255193",""
"49557","ENSG00000160685","ZBTB7B"
"49558","ENSG00000143753","DEGS1"
"49559","ENSG00000177606","JUN"
"49560","ENSG00000261627",""
"49561","ENSG00000164871","SPAG11B"
"49562","ENSG00000261170",""
"49563","ENSG00000187871","GFRAL"
"49564","ENSG00000254861",""
"49565","ENSG00000184459","BPIFC"
"49566","ENSG00000186965","KRTAP19-2"
"49567","ENSG00000229019",""
"49568","ENSG00000104388","RAB2A"
"49569","ENSG00000130816","DNMT1"
"49570","ENSG00000248915","ACTR6P1"
"49571","ENSG00000248327","NOL8P1"
"49572","ENSG00000241656","UBA52P7"
"49573","ENSG00000237450",""
"49574","ENSG00000242292",""
"49575","ENSG00000250280",""
"49576","ENSG00000187714","SLC18A3"
"49577","ENSG00000142961","MOB3C"
"49578","ENSG00000227225","MTND1P14"
"49579","ENSG00000254311","SNRPCP17"
"49580","ENSG00000258441","LINC00641"
"49581","ENSG00000267747",""
"49582","ENSG00000121377","TAS2R7"
"49583","ENSG00000227337",""
"49584","ENSG00000272462",""
"49585","ENSG00000042429","MED17"
"49586","ENSG00000256193","LINC00507"
"49587","ENSG00000158987","RAPGEF6"
"49588","ENSG00000225736","OR2B3"
"49589","ENSG00000230082","PRRT3-AS1"
"49590","ENSG00000233360",""
"49591","ENSG00000244065","MARK2P17"
"49592","ENSG00000228615",""
"49593","ENSG00000258624","SERPINE4P"
"49594","ENSG00000226676",""
"49595","ENSG00000196199","MPHOSPH8"
"49596","ENSG00000185864","NPIPB4"
"49597","ENSG00000243022","MARK3P3"
"49598","ENSG00000259426",""
"49599","ENSG00000250748",""
"49600","ENSG00000231978",""
"49601","ENSG00000229005","HNF4A-AS1"
"49602","ENSG00000269894",""
"49603","ENSG00000181323","SPEM1"
"49604","ENSG00000184033","CTAG1B"
"49605","ENSG00000254506",""
"49606","ENSG00000224958","PGM5-AS1"
"49607","ENSG00000241186","TDGF1"
"49608","ENSG00000223995","RPL32P35"
"49609","ENSG00000249786","EAF1-AS1"
"49610","ENSG00000254546",""
"49611","ENSG00000182652","OR4Q3"
"49612","ENSG00000113657","DPYSL3"
"49613","ENSG00000203668","CHML"
"49614","ENSG00000272980","CCR6"
"49615","ENSG00000101019","UQCC1"
"49616","ENSG00000250740",""
"49617","ENSG00000101152","DNAJC5"
"49618","ENSG00000046889","PREX2"
"49619","ENSG00000242062","MARK2P6"
"49620","ENSG00000112195","TREML2"
"49621","ENSG00000106771","TMEM245"
"49622","ENSG00000231645","KRT17P6"
"49623","ENSG00000188092","GPR89B"
"49624","ENSG00000257596",""
"49625","ENSG00000213964","CHCHD4P4"
"49626","ENSG00000227841","MTND5P31"
"49627","ENSG00000146666","LINC00525"
"49628","ENSG00000233711","EIF4EBP2P1"
"49629","ENSG00000204055",""
"49630","ENSG00000225421",""
"49631","ENSG00000173681","CXorf23"
"49632","ENSG00000260273",""
"49633","ENSG00000204392","LSM2"
"49634","ENSG00000143418","CERS2"
"49635","ENSG00000228882","CICP9"
"49636","ENSG00000144161","ZC3H8"
"49637","ENSG00000271268",""
"49638","ENSG00000138379","MSTN"
"49639","ENSG00000255009","UBTFL1"
"49640","ENSG00000232496","RPL3P12"
"49641","ENSG00000134256","CD101"
"49642","ENSG00000179967","PPP1R14BP3"
"49643","ENSG00000256843",""
"49644","ENSG00000183010","PYCR1"
"49645","ENSG00000235764","ETF1P1"
"49646","ENSG00000261527",""
"49647","ENSG00000270829",""
"49648","ENSG00000139515","PDX1"
"49649","ENSG00000161920","MED11"
"49650","ENSG00000228440","MTND5P6"
"49651","ENSG00000163155","LYSMD1"
"49652","ENSG00000215834","FMO9P"
"49653","ENSG00000172765","TMCC1"
"49654","ENSG00000233239","HLA-U"
"49655","ENSG00000233376",""
"49656","ENSG00000094916","CBX5"
"49657","ENSG00000138080","EMILIN1"
"49658","ENSG00000120903","CHRNA2"
"49659","ENSG00000067596","DHX8"
"49660","ENSG00000224880",""
"49661","ENSG00000232587","EEF1A1P3"
"49662","ENSG00000105771","SMG9"
"49663","ENSG00000230878","HLA-DPA2"
"49664","ENSG00000244464",""
"49665","ENSG00000235655","H3F3AP4"
"49666","ENSG00000122367","LDB3"
"49667","ENSG00000272843",""
"49668","ENSG00000185070","FLRT2"
"49669","ENSG00000268460",""
"49670","ENSG00000197019","SERTAD1"
"49671","ENSG00000103018","CYB5B"
"49672","ENSG00000167775","CD320"
"49673","ENSG00000213971",""
"49674","ENSG00000164078","MST1R"
"49675","ENSG00000234196","ZBTB12"
"49676","ENSG00000260051",""
"49677","ENSG00000125872","LRRN4"
"49678","ENSG00000148158","SNX30"
"49679","ENSG00000236648",""
"49680","ENSG00000234669","ZFP57"
"49681","ENSG00000104435","STMN2"
"49682","ENSG00000163291","PAQR3"
"49683","ENSG00000224590",""
"49684","ENSG00000240651","SEPT7P4"
"49685","ENSG00000255839",""
"49686","ENSG00000261159",""
"49687","ENSG00000203496",""
"49688","ENSG00000170248","PDCD6IP"
"49689","ENSG00000161544","CYGB"
"49690","ENSG00000152520","PAN3"
"49691","ENSG00000135845","PIGC"
"49692","ENSG00000168061","SAC3D1"
"49693","ENSG00000139329","LUM"
"49694","ENSG00000203805","PPAPDC1A"
"49695","ENSG00000237453",""
"49696","ENSG00000257325",""
"49697","ENSG00000250241",""
"49698","ENSG00000258007",""
"49699","ENSG00000269373",""
"49700","ENSG00000108679","LGALS3BP"
"49701","ENSG00000263990",""
"49702","ENSG00000235653",""
"49703","ENSG00000228903","RASA4CP"
"49704","ENSG00000228425","VPS52"
"49705","ENSG00000231149",""
"49706","ENSG00000259645",""
"49707","ENSG00000273485",""
"49708","ENSG00000213177","PRDX2P4"
